"","country","countrynumber","year","legelec","preselec","regime","regime_leg","eighties","nineties","old","avemag","districts","eneg","enep","enep_others","enep1","enpp","enpp_others","enpp1","enpres","medmag","newdem","proximity1","proximity2","seats","upperseats","uppertier","twoelections","twoelections1"
"318","Greece",110,1996,1,0,0,0,0,1,1,5.14,56,1.06232,3.06,2.3,3.065,2.36,0,2.36,0,6,0,0,0,300,68,22.7,0,0
"319","Greece",110,2000,1,0,0,0,0,0,1,5.14,56,1.06232,2.64,2.1,2.64,2.21,0,2.21,0,6,0,0,0,300,68,22.7,0,0
"320","Greek Cyprus",188,1985,1,0,0,0,1,0,1,9.33,6,NA,3.62,0.3,3.62,3.57,0,3.57,2.26,12,0,0.2,0,56,0,0,0,0
"321","Greek Cyprus",188,1991,1,0,0,0,0,0,1,9.33,6,NA,3.67,0.2,3.67,3.51,0,3.51,3.51,12,0,0.2,0,56,0,0,0,0
"322","Greek Cyprus",188,1996,1,0,0,0,0,1,1,9.33,6,NA,3.79,0.1,3.79,3.52,0,3.52,2.74,12,0,0.2,0,56,NA,NA,0,0
"323","Grenada",56,1976,1,0,0,0,0,0,1,1,15,NA,2.07,1.97,2.075,1.92,0,1.92,0,1,1,0,0,15,0,0,0,0
"324","Grenada",56,1984,1,0,0,0,1,0,1,1,15,NA,2.11,0.3,2.11,1.14,0,1.14,0,1,1,0,0,15,0,0,0,0
"325","Grenada",56,1990,1,0,0,0,0,0,1,1,15,NA,3.85,0,3.85,3.08,0,3.08,0,1,0,0,0,15,0,0,0,0
"326","Grenada",56,1995,1,0,0,0,0,1,1,1,15,NA,3.65,2.25,3.66,2.42,0,2.42,0,1,0,0,0,15,0,0,0,0
"327","Grenada",56,1999,1,0,0,0,0,0,1,1,15,NA,2.15,0.6,2.15,1,0,1,0,1,0,0,0,15,0,0,0,0
"NA.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Guatemala",57,1958,1,0,0,0,0,0,1,3,22,1.97161,3.23,0,3.23,NA,NA,NA,NA,NA,1,0,0,66,0,0,0,0
"331","Guatemala",57,1959,1,0,0,0,0,0,1,3,22,1.97161,5.29,0,5.29,4.44,NA,NA,NA,NA,0,0,0,66,0,0,0,0
"332","Guatemala",57,1961,1,0,0,0,0,0,1,3,22,1.97161,2.89,0,2.89,NA,NA,NA,NA,NA,0,0,0,66,0,0,0,0
"333","Guatemala",57,1966,1,1,0,0,0,0,1,2.5,22,1.97161,2.83,0,2.83,2.32,0,2.32,2.81,NA,1,1,1,55,0,0,0,0
"334","Guatemala",57,1970,1,1,0,0,0,0,1,2.5,22,1.97161,2.83,0,2.83,1.89,NA,NA,2.81,NA,0,1,1,55,0,0,0,0
"NA.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Guatemala",57,1994,1,0,0,0,0,0,1,2.78,23,1.97161,5.67,1.49,5.7,3.47,0,3.47,5.27,NA,0,0.6,0,80,16,20,0,0
"340","Guatemala",57,1995,1,1,0,0,0,1,1,2.78,23,1.97161,5.9,6.23,6.035,2.73,0,2.73,4.75,4,0,1,1,80,16,20,0,0
"341","Guatemala",57,1999,1,1,0,0,0,0,1,3.96,23,1.97161,3.76,1.25,3.765,2.35,0,2.35,2.97,6,0,1,1,113,22,19.47,0,0
"NA.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","Honduras",59,1997,1,1,0,0,0,0,1,7.11,18,1.22701,2.38,0,2.38,2.18,0,2.18,2.17,9,0,1,1,128,0,0,0,0
"355","Iceland",112,1946,1,1,0,0,0,0,1,1.46,28,NA,3.58,0.1,3.58,3.6,0,3.6,1,1,0,0,0,52,11,21.15,0,0
"356","Iceland",112,1949,1,0,0,0,0,0,1,1.46,28,NA,3.55,0,3.55,3.47,0,3.47,1,1,0,0,0,52,11,21.15,0,0
"357","Iceland",112,1953,1,0,0,0,0,0,1,1.46,28,NA,4.16,0,4.16,3.44,0,3.44,2.25,1,0,0.5,0,52,11,21.15,0,0
"358","Iceland",112,1956,1,1,0,0,0,0,1,1.46,28,NA,3.62,0,3.62,3.48,0,3.48,1,1,0,1,1,52,11,21.15,0,0
"359","Iceland",112,1959,1,0,0,0,0,0,1,1.46,28,NA,3.4,0,3.4,3.2,0,3.2,1,1,0,0.5,0,52,11,21.15,1,1
"360","Iceland",112,1959,1,0,0,0,0,0,1,6.13,8,NA,3.66,0,3.66,3.44,0,3.44,1,5,0,0.5,0,60,11,18.3,1,0
"361","Iceland",112,1963,1,0,0,0,0,0,1,6.13,8,NA,3.37,0.2,3.37,3.33,0,3.33,1,5,0,0.5,0,60,11,18.3,0,0
"362","Iceland",112,1967,1,0,0,0,0,0,1,6.13,8,NA,3.77,0,3.77,3.55,0,3.55,1,5,0,0.5,0,60,11,18.3,0,0
"363","Iceland",112,1971,1,0,0,0,0,0,1,6.13,8,NA,4.1,0,4.1,3.85,0,3.85,1.82,5,0,0.5,0,60,11,18.3,0,0
"364","Iceland",112,1974,1,0,0,0,0,0,1,6.13,8,NA,3.47,0.4,3.47,3.38,0,3.38,1,5,0,0,0,60,11,18.3,0,0
"365","Iceland",112,1978,1,0,0,0,0,0,1,6.13,8,NA,4.2,2.2,4.205,3.85,0,3.85,1,5,0,0,0,60,11,18.3,0,0
"366","Iceland",112,1979,1,0,0,0,0,0,1,6.13,8,NA,3.89,2.5,3.895,3.78,1.7,3.79,1,5,0,0.5,0,60,11,18.3,0,0
"367","Iceland",112,1983,1,0,0,0,1,0,1,6.13,8,NA,4.26,1.1,4.26,4.07,0,4.07,3.6,5,0,0.5,0,60,11,18.3,0,0
"368","Iceland",112,1987,1,0,0,0,0,0,1,6.25,8,NA,5.77,0,5.77,5.35,0,5.35,1,6,0,0.5,0,63,13,20.6,0,0
"369","Iceland",112,1991,1,0,0,0,0,0,1,6.25,8,NA,4.22,0,4.22,3.77,0,3.77,1.11,5,0,0.5,0,63,13,20.6,0,0
"370","Iceland",112,1995,1,0,0,0,0,1,1,6.25,8,NA,4.29,1.1,4.29,3.95,0,3.95,1,5,0,0.5,0,63,13,20.6,0,0
"371","Iceland",112,1999,1,0,0,0,0,0,1,6.25,8,NA,3.55,0.8,3.55,3.45,0,3.45,3.04,5,0,0.5,0,63,13,20.6,0,0
"374","India",80,1962,1,0,0,0,0,0,1,1,491,5.29069,4.15,11.7,4.4,1.85,4.7,1.86,0,1,0,0,0,491,0,0,0,0
"375","India",80,1967,1,0,0,0,0,0,1,1,515,5.29069,4.67,14.7,5.185,3.13,7.6,3.19,0,1,0,0,0,515,0,0,0,0
"376","India",80,1971,1,0,0,0,0,0,1,1,517,5.29069,4.38,11.1,4.625,2.12,4.1,2.12,0,1,0,0,0,517,0,0,0,0
"377","India",80,1977,1,0,0,0,0,0,1,1,540,5.29069,3.35,6.8,3.4,2.62,2.2,2.62,0,1,0,0,0,540,0,0,0,0
"378","India",80,1980,1,0,0,0,0,0,1,1,528,5.29069,4.13,8.1,4.245,2.16,2.5,2.16,0,1,0,0,0,528,0,0,0,0
"379","India",80,1984,1,0,0,0,1,0,1,1,541,5.29069,3.83,9.9,3.98,1.69,1.5,1.69,0,1,0,0,0,541,0,0,0,0
"380","India",80,1989,1,0,0,0,0,0,1,1,529,5.29069,4.74,5.3,4.8,4.11,0,4.11,0,1,0,0,0,529,0,0,0,0
"381","India",80,1991,1,0,0,0,0,0,1,1,534,5.29069,5.08,4,5.12,3.6,0,3.6,0,1,0,0,0,534,0,0,0,0
"383","India",80,1999,1,0,0,0,0,0,1,1,543,5.29069,6.7,2.7,6.74,5.86,0,5.86,0,1,0,0,0,543,0,0,0,0
"385","Ireland",113,1948,1,0,0,0,0,0,1,3.68,40,1.20627,3.99,8.3,4.09,3.54,8.2,3.61,2.64,4,0,0.14,0,147,0,0,0,0
"386","Ireland",113,1951,1,0,0,0,0,0,1,3.68,40,1.20627,3.27,9.6,3.355,3.16,9.5,3.25,2.64,4,0,0.71,0,147,0,0,0,0
"387","Ireland",113,1954,1,0,0,0,0,0,1,3.68,40,1.20627,3.21,5.7,3.24,3.03,3.4,3.04,1,4,0,0.43,0,147,0,0,0,0
"388","Ireland",113,1957,1,0,0,0,0,0,1,3.68,40,1.20627,3.12,6.4,3.155,2.72,5.4,2.74,1,4,0,0.43,0,147,0,0,0,0
"389","Ireland",113,1961,1,0,0,0,0,0,1,3.79,38,1.20627,3.2,5.7,3.235,2.8,4.2,2.82,1.97,4,0,0.43,0,144,0,0,0,0
"390","Ireland",113,1965,1,0,0,0,0,0,1,3.79,38,1.20627,2.72,2.1,2.72,2.63,1.4,2.63,1.97,4,0,0.71,0,144,0,0,0,0
"391","Ireland",113,1969,1,0,0,0,0,0,1,3.4,42,1.20627,2.82,3.2,2.82,2.45,0.7,2.45,2,3,0,0.14,0,144,0,0,0,0
"392","Ireland",113,1973,1,1,0,0,0,0,1,3.4,42,1.20627,2.8,3.9,2.81,2.58,1.4,2.58,2,3,0,1,1,144,0,0,0,0
"393","Ireland",113,1977,1,0,0,0,0,0,1,3.5,42,1.20627,2.73,5.6,2.855,2.37,2.7,2.38,1,3,0,0.71,0,148,0,0,0,0
"394","Ireland",113,1981,1,0,0,0,0,0,1,4,41,1.20627,2.85,3.7,2.86,2.61,2.4,2.61,1,4,0,0.43,0,166,0,0,0,0
"395","Ireland",113,1982,1,0,0,0,0,0,1,4,41,1.20627,2.68,3.1,2.69,2.55,2.4,2.56,1,4,0,0.71,0,166,0,0,1,1
"396","Ireland",113,1982,1,0,0,0,0,0,1,4,41,1.20627,2.71,2.3,2.72,2.55,1.8,2.55,1,4,0,0.71,0,166,0,0,1,0
"397","Ireland",113,1987,1,0,0,0,1,0,1,4,41,1.20627,3.46,4,3.47,2.89,1.8,2.9,1,4,0,0.14,0,166,0,0,0,0
"398","Ireland",113,1989,1,0,0,0,0,0,1,4,41,1.20627,3.36,3.3,3.375,2.97,2.4,2.98,1,4,0,0.71,0,166,0,0,0,0
"399","Ireland",113,1992,1,0,0,0,0,0,1,4,41,1.20627,3.89,5.8,3.94,3.49,3,3.5,2.67,4,0,0.43,0,166,0,0,0,0
"400","Ireland",113,1997,1,1,0,0,0,1,1,4,41,1.20627,3.95,7.2,4.025,2.99,3.6,3.01,3.16,4,0,1,1,166,0,0,0,0
"401","Israel",84,1949,1,0,0,0,0,0,1,120,1,2.10763,5.36,4.5,5.405,4.73,0,4.73,0,120,1,0,0,120,0,0,0,0
"402","Israel",84,1951,1,0,0,0,0,0,1,120,1,2.10763,5.13,0.6,5.13,4.83,0,4.83,0,120,0,0,0,120,0,0,0,0
"403","Israel",84,1955,1,0,0,0,0,0,1,120,1,2.10763,6.34,2.4,6.355,6,0,6,0,120,0,0,0,120,0,0,0,0
"404","Israel",84,1959,1,0,0,0,0,0,1,120,1,2.10763,5.17,3.4,5.205,4.92,0,4.92,0,120,0,0,0,120,0,0,0,0
"405","Israel",84,1961,1,0,0,0,0,0,1,120,1,2.10763,5.51,0.7,5.51,5.37,0,5.37,0,120,0,0,0,120,0,0,0,0
"406","Israel",84,1965,1,0,0,0,0,0,1,120,1,2.10763,4.92,1.9,4.93,5.37,0,5.37,0,120,0,0,0,120,0,0,0,0
"407","Israel",84,1969,1,0,0,0,0,0,1,120,1,2.10763,3.63,1.2,3.63,3.57,0,3.57,0,120,0,0,0,120,0,0,0,0
"408","Israel",84,1973,1,0,0,0,0,0,1,120,1,2.10763,3.81,5.1,3.845,3.35,0,3.35,0,120,0,0,0,120,0,0,0,0
"409","Israel",84,1977,1,0,0,0,0,0,1,120,1,2.10763,5.01,2.7,5.025,4.37,0,4.37,0,120,0,0,0,120,0,0,0,0
"410","Israel",84,1981,1,0,0,0,0,0,1,120,1,2.10763,3.56,5.2,3.585,3.13,0,3.13,0,120,0,0,0,120,0,0,0,0
"411","Israel",84,1984,1,0,0,0,1,0,1,120,1,2.10763,4.3,2.9,4.315,3.86,0,3.86,0,120,0,0,0,120,0,0,0,0
"412","Israel",84,1988,1,0,0,0,0,0,1,120,1,2.10763,5.01,2.4,5.025,4.38,0,4.38,0,120,0,0,0,120,0,0,0,0
"413","Israel",84,1992,1,0,0,0,0,0,1,120,1,2.10763,4.87,4.8,4.91,4.39,0,4.39,0,120,0,0,0,120,0,0,0,0
"414","Israel",84,1996,1,0,0,0,0,1,1,120,1,2.10763,5.85,0.3,5.85,5.62,0,5.62,0,120,0,0,0,120,0,0,0,0
"415","Israel",84,1999,1,0,0,0,0,0,1,120,1,2.10763,9.74,6.7,10.115,8.69,0,8.69,0,120,0,0,0,120,0,0,0,0
"416","Italy",114,1948,1,0,0,0,0,0,1,18.52,31,1.04123,2.94,1.1,2.94,2.88,0.2,2.88,0,NA,1,0,0,574,NA,NA,0,0
"417","Italy",114,1953,1,0,0,0,0,0,1,19.03,31,1.04123,4.17,2.2,4.18,3.54,0,3.54,0,NA,0,0,0,590,NA,NA,0,0
"418","Italy",114,1958,1,0,0,0,0,0,1,18.63,32,1.04123,3.87,0.3,3.87,3.46,0,3.46,0,NA,0,0,0,596,NA,NA,0,0
"419","Italy",114,1963,1,0,0,0,0,0,1,19.69,32,1.04123,4.15,0.9,4.15,3.74,0,3.74,0,NA,0,0,0,630,NA,NA,0,0
"420","Italy",114,1968,1,0,0,0,0,0,1,19.69,32,1.04123,3.95,0.9,3.95,3.53,0,3.53,0,NA,0,0,0,630,NA,NA,0,0
"421","Italy",114,1972,1,0,0,0,0,0,1,19.69,32,1.04123,4.07,0.5,4.07,3.55,0,3.55,0,24,0,0,0,630,66,10.5,0,0
"422","Italy",114,1976,1,0,0,0,0,0,1,19.69,32,1.04123,3.39,0.2,3.39,3.17,0.2,3.17,0,23,0,0,0,630,60,9.5,0,0
"423","Italy",114,1979,1,0,0,0,0,0,1,19.69,32,1.04123,3.91,1.6,3.91,3.47,0,3.47,0,23,0,0,0,630,76,12.1,0,0
"424","Italy",114,1983,1,0,0,0,1,0,1,19.69,32,1.04123,4.51,0.3,4.51,4.11,0,4.11,0,24,0,0,0,630,75,11.9,0,0
"425","Italy",114,1987,1,0,0,0,0,0,1,19.69,32,1.04123,4.61,0.7,4.61,4.08,0,4.08,0,22,0,0,0,630,91,14.4,0,0
"426","Italy",114,1992,1,0,0,0,0,0,1,19.69,32,1.04123,6.56,3.7,6.62,5.73,0,5.73,0,25,0,0,0,630,125,19.8,0,0
"427","Italy",114,1994,1,0,0,0,0,0,1,1,475,1.04123,7.57,0,7.57,7.59,0,7.59,0,1,0,0,0,630,155,24.6,0,0
"428","Italy",114,1996,1,0,0,0,0,1,1,1,475,1.04123,7.05,1.1,7.06,6.07,0,6.07,0,1,0,0,0,630,155,24.6,0,0
"429","Jamaica",60,1962,1,0,0,0,0,0,1,1,45,1.19962,2.06,0.5,2.06,1.95,0,1.95,0,1,1,0,0,45,0,0,0,0
"430","Jamaica",60,1967,1,0,0,0,0,0,1,1,53,1.19962,2.01,0.3,2.01,1.89,0,1.89,0,1,0,0,0,53,0,0,0,0
"431","Jamaica",60,1972,1,0,0,0,0,0,1,1,53,1.19962,1.97,0.2,1.97,1.73,0,1.73,0,1,0,0,0,53,0,0,0,0
"432","Jamaica",60,1976,1,0,0,0,0,0,1,1,60,1.19962,1.96,0,1.96,1.51,0,1.51,0,1,0,0,0,60,0,0,0,0
"433","Jamaica",60,1980,1,0,0,0,0,0,1,1,60,1.19962,1.94,0.1,1.94,1.34,0,1.34,0,1,0,0,0,60,0,0,0,0
"434","Jamaica",60,1983,1,0,0,0,0,0,1,1,60,1.19962,1.23,6,1.23,1,0,1,0,1,0,0,0,60,0,0,0,0
"435","Jamaica",60,1989,1,0,0,0,1,0,1,1,60,1.19962,1.97,0.1,1.97,1.6,0,1.6,0,1,0,0,0,60,0,0,0,0
"436","Jamaica",60,1993,1,0,0,0,0,1,1,1,60,1.19962,1.91,0,1.91,1.26,0,1.26,0,1,0,0,0,60,0,0,0,0
"437","Jamaica",60,1997,1,0,0,0,0,0,1,1,60,1.19962,2.14,0,2.14,1.38,0,1.38,0,1,0,0,0,60,0,0,0,0
"438","Japan",85,1947,1,0,0,0,0,0,1,3.98,117,1.01211,4.54,10.1,4.61,3.87,5.6,3.89,0,NA,1,0,0,466,0,0,0,0
"439","Japan",85,1949,1,0,0,0,0,0,1,3.98,117,1.01211,3.85,13.1,3.945,2.67,6.4,2.68,0,NA,0,0,0,466,0,0,0,0
"440","Japan",85,1952,1,0,0,0,0,0,1,3.98,117,1.01211,3.37,8.1,3.41,2.96,4.1,2.97,0,NA,0,0,0,466,0,0,0,0
"441","Japan",85,1953,1,0,0,0,0,0,1,3.98,117,1.01211,4.29,5.3,4.31,3.77,2.8,3.78,0,NA,0,0,0,466,0,0,0,0
"442","Japan",85,1955,1,0,0,0,0,0,1,3.96,118,1.01211,3.99,5.4,4.01,3.66,2.2,3.66,0,NA,0,0,0,467,0,0,0,0
"443","Japan",85,1958,1,0,0,0,0,0,1,3.96,118,1.01211,2.17,5.3,2.18,1.87,0.2,1.87,0,4,0,0,0,467,0,0,0,0
"444","Japan",85,1960,1,0,0,0,0,0,1,3.96,118,1.01211,2.37,2.8,2.37,1.97,0.6,1.97,0,4,0,0,0,467,0,0,0,0
"445","Japan",85,1963,1,0,0,0,0,0,1,3.96,118,1.01211,2.46,3.5,2.465,2.02,0.2,2.02,0,4,0,0,0,467,0,0,0,0
"446","Japan",85,1967,1,0,0,0,0,0,1,3.95,123,1.01211,3,5.2,3.01,2.37,1,2.37,0,4,0,0,0,486,0,0,0,0
"447","Japan",85,1969,1,0,0,0,0,0,1,3.95,123,1.01211,3.22,3.9,3.22,2.33,0.6,2.33,0,4,0,0,0,486,0,0,0,0
"448","Japan",85,1972,1,0,0,0,0,0,1,3.96,124,1.01211,3.25,3.2,3.255,2.48,0,2.48,0,4,0,0,0,491,0,0,0,0
"449","Japan",85,1976,1,0,0,0,0,0,1,3.93,130,1.01211,3.84,3.8,3.85,2.97,1,2.97,0,4,0,0,0,511,0,0,0,0
"450","Japan",85,1979,1,0,0,0,0,0,1,3.93,130,1.01211,3.62,3.1,3.63,3.09,1,3.09,0,4,0,0,0,511,0,0,0,0
"451","Japan",85,1980,1,0,0,0,0,0,1,3.93,130,1.01211,3.38,2.6,3.385,2.69,1.2,2.69,0,4,0,0,0,511,0,0,0,0
"452","Japan",85,1983,1,0,0,0,0,0,1,3.93,130,1.01211,3.48,2.8,3.49,3.04,0.6,3.04,0,4,0,0,0,511,0,0,0,0
"453","Japan",85,1986,1,0,0,0,1,0,1,3.94,130,1.01211,3.28,4.4,3.295,2.51,0.4,2.51,0,4,0,0,0,512,0,0,0,0
"454","Japan",85,1990,1,0,0,0,0,0,1,3.94,130,1.01211,3.29,6.2,3.335,2.52,0.4,2.52,0,4,0,0,0,512,0,0,0,0
"455","Japan",85,1993,1,0,0,0,0,0,1,3.96,129,1.01211,4.96,4.6,4.995,3.94,2.3,3.95,0,NA,0,0,0,511,0,0,0,0
"456","Japan",85,1996,1,0,0,0,0,1,1,1,300,1.01211,3.89,6.7,3.915,2.94,2,2.94,0,1,0,0,0,500,200,40,0,0
"457","Japan",85,2000,1,0,0,0,0,0,1,1,300,1.01211,3.76,8.2,3.8,3.16,4.3,3.17,0,1,0,0,0,480,180,37.5,0,0
"468","Korea, South (Rep.)",87,2000,1,0,0,0,0,0,1,1,227,1.00401,3.32,11.7,3.405,2.39,1.8,2.39,2.86,1,0,0.2,0,273,46,16.8,0,0
"NA.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","Luxembourg",115,1954,1,0,0,0,0,0,1,13,4,NA,3,0,3,2.68,0,2.68,0,NA,1,0,0,52,0,0,0,0
"489","Luxembourg",115,1959,1,0,0,0,0,0,1,13,4,NA,3.26,0.5,3.26,3.14,0,3.14,0,16,0,0,0,52,0,0,0,0
"490","Luxembourg",115,1964,1,0,0,0,0,0,1,14,4,NA,3.5,0,3.5,3.17,0,3.17,0,18,0,0,0,56,0,0,0,0
"491","Luxembourg",115,1968,1,0,0,0,0,0,1,14,4,NA,3.49,0,3.49,3.41,0,3.41,0,18,0,0,0,56,0,0,0,0
"492","Luxembourg",115,1974,1,0,0,0,0,0,1,14.8,4,NA,4.26,1,4.26,4.06,0,4.06,0,20,0,0,0,59,0,0,0,0
"493","Luxembourg",115,1979,1,0,0,0,0,0,1,14.8,4,NA,4.16,0.4,4.16,3.46,0,3.46,0,20,0,0,0,59,0,0,0,0
"494","Luxembourg",115,1984,1,0,0,0,1,0,1,16,4,NA,3.56,0.2,3.56,3.22,0,3.22,0,23,0,0,0,64,0,0,0,0
"495","Luxembourg",115,1989,1,0,0,0,0,0,1,15,4,NA,4.65,1.1,4.655,3.77,0,3.77,0,21,0,0,0,60,0,0,0,0
"496","Luxembourg",115,1994,1,0,0,0,0,1,1,15,4,NA,4.66,5.4,4.71,3.9,0,3.9,0,21,0,0,0,60,0,0,0,0
